estado,cidade,tarifa_energia,irradiação_mensal,tamanho_sistema_kWp,consumo_mensal_kWh,custo_total_R$,geracao_estimativa_kWh,economia_mensal_R$,tipo_telhado,classe_consumo,possui_incentivo,ano_instalacao,payback_meses
PE,Caruaru,0.87,5.3,8.5,579.8,37959.77,1081.2,504.43,inclinado,residencial,sim,2022,75.3
BA,Salvador,0.88,5.2,8.4,811.0,37112.42,1048.3,713.68,inclinado,rural,sim,2023,52.0
SC,Criciúma,0.83,4.4,5.7,697.3,27042.07,601.9,499.59,plano,rural,sim,2021,54.1
SP,Sorocaba,0.85,4.5,5.5,800.7,27055.49,594.0,504.9,plano,residencial,não,2023,53.6
BA,Juazeiro,0.88,5.2,6.7,685.5,31946.12,836.2,603.24,plano,rural,não,2021,53.0
SC,Criciúma,0.83,4.4,9.7,444.8,43894.83,1024.3,369.18,plano,residencial,sim,2023,118.9
RJ,Campos dos Goytacazes,1.1,4.8,4.2,890.2,20812.0,483.8,532.22,inclinado,residencial,sim,2020,39.1
SC,Joinville,0.83,4.4,8.4,845.5,40192.36,887.0,701.76,inclinado,residencial,sim,2022,57.3
SC,Chapecó,0.83,4.4,9.3,500.7,43041.7,982.1,415.58,plano,rural,não,2019,103.6
RJ,Niterói,1.1,4.8,7.9,856.3,34860.59,910.1,941.93,plano,residencial,sim,2023,37.0
GO,Aparecida de Goiânia,0.86,5.1,7.9,553.3,37297.04,967.0,475.84,inclinado,residencial,não,2020,78.4
SP,São Paulo,0.85,4.5,7.0,492.4,33518.07,756.0,418.54,inclinado,residencial,não,2023,80.1
RJ,Campos dos Goytacazes,1.1,4.8,8.8,828.2,43793.63,1013.8,911.02,inclinado,rural,não,2023,48.1
DF,Taguatinga,0.92,5.0,4.5,789.4,18903.16,540.0,496.8,plano,rural,não,2022,38.0
SP,São José dos Campos,0.85,4.5,2.0,898.6,8496.22,216.0,183.6,plano,residencial,sim,2023,46.3
CE,Maracanaú,0.89,5.5,7.4,810.2,36478.26,976.8,721.08,plano,rural,não,2019,50.6
SC,Blumenau,0.83,4.4,8.5,932.9,40343.99,897.6,745.01,inclinado,rural,sim,2022,54.2
RJ,Niterói,1.1,4.8,4.6,543.5,21296.23,529.9,582.91,plano,rural,não,2020,36.5
MG,Uberlândia,0.9,5.0,7.1,256.4,30856.93,852.0,230.76,plano,residencial,não,2022,133.7
CE,Juazeiro do Norte,0.89,5.5,6.3,393.1,29158.58,831.6,349.86,plano,rural,sim,2019,83.3
SP,Santos,0.85,4.5,7.7,571.7,33722.19,831.6,485.95,inclinado,residencial,não,2023,69.4
RS,Porto Alegre,0.95,4.3,5.7,385.0,24341.42,588.2,365.75,inclinado,rural,não,2020,66.6
CE,Fortaleza,0.89,5.5,9.1,842.8,39082.98,1201.2,750.09,plano,rural,sim,2021,52.1
SP,Ribeirão Preto,0.85,4.5,9.5,338.3,40305.85,1026.0,287.56,plano,rural,sim,2019,140.2
RJ,Nova Friburgo,1.1,4.8,2.6,948.3,11423.41,299.5,329.47,plano,rural,não,2022,34.7
GO,Catalão,0.86,5.1,9.2,957.6,42365.89,1126.1,823.54,inclinado,residencial,não,2020,51.4
SC,Criciúma,0.83,4.4,8.7,870.9,42850.3,918.7,722.85,plano,residencial,sim,2022,59.3
RJ,Volta Redonda,1.1,4.8,5.9,459.3,26340.76,679.7,505.23,inclinado,rural,não,2023,52.1
PE,Olinda,0.87,5.3,5.8,266.4,24691.43,737.8,231.77,inclinado,rural,não,2019,106.5
GO,Rio Verde,0.86,5.1,4.3,898.8,19251.44,526.3,452.64,inclinado,residencial,não,2020,42.5
MG,Betim,0.9,5.0,5.7,862.4,25308.7,684.0,615.6,plano,residencial,não,2020,41.1
RJ,Campos dos Goytacazes,1.1,4.8,2.8,386.9,12121.3,322.6,354.82,plano,residencial,não,2019,34.2
SP,São José dos Campos,0.85,4.5,5.5,356.9,26740.22,594.0,303.36,plano,residencial,não,2019,88.1
SC,Chapecó,0.83,4.4,4.7,366.1,20381.07,496.3,303.86,inclinado,rural,sim,2023,67.1
CE,Caucaia,0.89,5.5,2.7,721.6,12745.0,356.4,317.2,inclinado,rural,não,2023,40.2
SC,Chapecó,0.83,4.4,4.1,386.9,19834.05,433.0,321.13,inclinado,rural,sim,2021,61.8
BA,Camaçari,0.88,5.2,3.0,254.4,14451.76,374.4,223.87,plano,residencial,sim,2020,64.6
CE,Caucaia,0.89,5.5,9.6,934.8,47444.75,1267.2,831.97,plano,rural,não,2019,57.0
SC,Blumenau,0.83,4.4,3.5,440.0,15620.34,369.6,306.77,plano,rural,não,2020,50.9
SC,Chapecó,0.83,4.4,4.8,344.2,23972.11,506.9,285.69,plano,rural,não,2023,83.9
SC,Chapecó,0.83,4.4,6.9,452.3,29915.34,728.6,375.41,inclinado,residencial,sim,2019,79.7
RJ,Niterói,1.1,4.8,9.3,835.5,40734.82,1071.4,919.05,plano,residencial,sim,2020,44.3
SC,Florianópolis,0.83,4.4,5.6,717.8,25379.11,591.4,490.83,inclinado,rural,não,2019,51.7
GO,Rio Verde,0.86,5.1,9.4,619.3,43613.87,1150.6,532.6,plano,residencial,não,2022,81.9
SP,Santos,0.85,4.5,8.2,923.2,36771.78,885.6,752.76,inclinado,residencial,não,2020,48.8
BA,Juazeiro,0.88,5.2,9.9,305.3,47670.83,1235.5,268.66,plano,rural,sim,2019,177.4
MG,Juiz de Fora,0.9,5.0,9.2,289.9,45516.93,1104.0,260.91,plano,residencial,sim,2020,174.5
GO,Rio Verde,0.86,5.1,2.6,265.7,11187.83,318.2,228.5,inclinado,residencial,não,2022,49.0
RS,Pelotas,0.95,4.3,5.1,663.7,24756.93,526.3,500.0,plano,rural,não,2022,49.5
RJ,Rio de Janeiro,1.1,4.8,8.1,433.2,36990.59,933.1,476.52,plano,rural,não,2021,77.6
SC,Florianópolis,0.83,4.4,6.6,797.1,28109.43,697.0,578.48,inclinado,rural,sim,2023,48.6
BA,Vitória da Conquista,0.88,5.2,3.9,521.7,18987.6,486.7,428.31,plano,residencial,não,2020,44.3
RS,Caxias do Sul,0.95,4.3,9.2,641.8,41831.08,949.4,609.71,inclinado,residencial,sim,2020,68.6
CE,Juazeiro do Norte,0.89,5.5,5.7,569.2,27662.38,752.4,506.59,plano,rural,sim,2022,54.6
CE,Fortaleza,0.89,5.5,9.8,336.2,41532.37,1293.6,299.22,inclinado,rural,não,2019,138.8
PE,Petrolina,0.87,5.3,3.2,980.2,15045.34,407.0,354.12,plano,residencial,não,2023,42.5
GO,Anápolis,0.86,5.1,6.4,963.3,28130.72,783.4,673.69,inclinado,residencial,sim,2023,41.8
SP,Sorocaba,0.85,4.5,4.2,724.1,20274.92,453.6,385.56,inclinado,residencial,sim,2023,52.6
PE,Recife,0.87,5.3,7.4,374.8,32377.08,941.3,326.08,inclinado,residencial,não,2021,99.3
CE,Juazeiro do Norte,0.89,5.5,9.9,655.5,45305.18,1306.8,583.39,plano,residencial,não,2020,77.7
RS,Pelotas,0.95,4.3,7.8,620.5,35009.9,805.0,589.48,plano,rural,não,2020,59.4
GO,Anápolis,0.86,5.1,7.0,623.6,31552.93,856.8,536.3,plano,residencial,sim,2021,58.8
BA,Feira de Santana,0.88,5.2,7.7,454.4,33880.46,961.0,399.87,inclinado,residencial,sim,2021,84.7
CE,Fortaleza,0.89,5.5,4.9,785.6,21084.19,646.8,575.65,plano,residencial,não,2021,36.6
SP,São José dos Campos,0.85,4.5,5.6,900.2,25031.34,604.8,514.08,inclinado,rural,não,2023,48.7
SP,Ribeirão Preto,0.85,4.5,9.9,989.0,46581.08,1069.2,840.65,plano,residencial,sim,2021,55.4
MG,Uberlândia,0.9,5.0,4.2,424.9,20863.64,504.0,382.41,plano,rural,não,2019,54.6
RJ,Volta Redonda,1.1,4.8,5.1,278.3,24946.42,587.5,306.13,plano,residencial,sim,2023,81.5
SC,Chapecó,0.83,4.4,7.5,401.4,31730.89,792.0,333.16,plano,rural,sim,2020,95.2
BA,Juazeiro,0.88,5.2,6.4,881.3,31172.7,798.7,702.87,inclinado,rural,sim,2020,44.4
CE,Sobral,0.89,5.5,6.3,725.4,29382.66,831.6,645.61,plano,residencial,sim,2020,45.5
CE,Fortaleza,0.89,5.5,5.4,684.6,25174.55,712.8,609.29,inclinado,rural,não,2020,41.3
PE,Recife,0.87,5.3,4.5,599.1,19372.1,572.4,497.99,plano,residencial,não,2022,38.9
SC,Criciúma,0.83,4.4,5.8,564.6,28428.42,612.5,468.62,inclinado,rural,sim,2020,60.7
RJ,Campos dos Goytacazes,1.1,4.8,5.6,852.1,24105.81,645.1,709.63,plano,rural,sim,2023,34.0
BA,Feira de Santana,0.88,5.2,6.8,453.0,32208.82,848.6,398.64,inclinado,rural,não,2021,80.8
CE,Fortaleza,0.89,5.5,8.8,465.9,40450.69,1161.6,414.65,plano,rural,sim,2022,97.6
RS,Pelotas,0.95,4.3,8.0,338.2,35536.4,825.6,321.29,plano,residencial,não,2022,110.6
PE,Recife,0.87,5.3,3.9,473.0,16627.97,496.1,411.51,plano,residencial,sim,2020,40.4
PE,Jaboatão dos Guararapes,0.87,5.3,3.8,631.0,16719.85,483.4,420.52,plano,rural,não,2020,39.8
MG,Montes Claros,0.9,5.0,2.5,810.5,12318.89,300.0,270.0,plano,rural,sim,2019,45.6
GO,Anápolis,0.86,5.1,2.6,867.4,11910.76,318.2,273.69,plano,rural,não,2020,43.5
RS,Pelotas,0.95,4.3,6.5,529.1,31093.8,670.8,502.64,inclinado,residencial,sim,2021,61.9
SC,Chapecó,0.83,4.4,7.3,370.1,30752.59,770.9,307.18,inclinado,rural,não,2022,100.1
RS,Santa Cruz do Sul,0.95,4.3,6.4,529.9,30484.96,660.5,503.4,plano,residencial,não,2019,60.6
CE,Sobral,0.89,5.5,3.7,783.2,16619.53,488.4,434.68,plano,residencial,sim,2021,38.2
DF,Planaltina,0.92,5.0,2.8,569.4,12718.04,336.0,309.12,inclinado,rural,sim,2022,41.1
DF,Taguatinga,0.92,5.0,10.0,429.0,44130.58,1200.0,394.68,plano,rural,sim,2023,111.8
SC,Chapecó,0.83,4.4,8.5,455.9,42105.76,897.6,378.4,plano,residencial,não,2020,111.3
PE,Olinda,0.87,5.3,2.8,790.9,12732.73,356.2,309.86,plano,residencial,sim,2022,41.1
SC,Joinville,0.83,4.4,7.3,951.5,35772.81,770.9,639.83,inclinado,residencial,sim,2020,55.9
DF,Brasília,0.92,5.0,2.3,655.9,11046.68,276.0,253.92,inclinado,rural,sim,2020,43.5
DF,Samambaia,0.92,5.0,7.1,952.4,35416.03,852.0,783.84,inclinado,residencial,sim,2020,45.2
BA,Juazeiro,0.88,5.2,8.5,981.1,37005.69,1060.8,863.37,plano,rural,não,2021,42.9
RJ,Petrópolis,1.1,4.8,5.5,848.3,25507.1,633.6,696.96,inclinado,residencial,não,2023,36.6
RJ,Petrópolis,1.1,4.8,7.6,831.1,34054.96,875.5,914.21,inclinado,rural,não,2022,37.3
SC,Chapecó,0.83,4.4,5.0,728.9,24579.89,528.0,438.24,inclinado,rural,não,2021,56.1
SP,São José dos Campos,0.85,4.5,6.1,564.8,26626.15,658.8,480.08,plano,residencial,não,2022,55.5
CE,Caucaia,0.89,5.5,7.7,397.9,33097.91,1016.4,354.13,plano,residencial,sim,2021,93.5
SC,Florianópolis,0.83,4.4,3.9,980.3,17592.94,411.8,341.83,inclinado,rural,sim,2020,51.5
RS,Novo Hamburgo,0.95,4.3,3.4,799.6,14502.92,350.9,333.34,inclinado,residencial,sim,2023,43.5
MG,Uberlândia,0.9,5.0,9.4,476.9,40578.3,1128.0,429.21,plano,residencial,não,2022,94.5
DF,Taguatinga,0.92,5.0,5.8,907.2,27207.57,696.0,640.32,plano,rural,sim,2023,42.5
GO,Aparecida de Goiânia,0.86,5.1,9.5,664.7,42607.17,1162.8,571.64,inclinado,residencial,sim,2022,74.5
GO,Catalão,0.86,5.1,6.3,722.8,28851.71,771.1,621.61,inclinado,rural,sim,2022,46.4
GO,Rio Verde,0.86,5.1,2.7,315.4,12830.8,330.5,271.24,inclinado,residencial,não,2023,47.3
SP,Santos,0.85,4.5,8.4,321.6,37838.2,907.2,273.36,plano,rural,sim,2019,138.4
PE,Olinda,0.87,5.3,7.1,276.6,30656.22,903.1,240.64,inclinado,rural,sim,2022,127.4
RS,Novo Hamburgo,0.95,4.3,5.6,395.8,26696.21,577.9,376.01,inclinado,rural,não,2019,71.0
SC,Chapecó,0.83,4.4,5.9,608.1,28666.95,623.0,504.72,plano,residencial,não,2021,56.8
MG,Belo Horizonte,0.9,5.0,5.7,978.1,26778.72,684.0,615.6,plano,rural,não,2023,43.5
GO,Rio Verde,0.86,5.1,8.1,777.0,34852.16,991.4,668.22,inclinado,rural,sim,2023,52.2
PE,Caruaru,0.87,5.3,4.7,988.9,22194.49,597.8,520.12,plano,rural,sim,2021,42.7
GO,Rio Verde,0.86,5.1,8.0,396.9,34033.64,979.2,341.33,inclinado,residencial,sim,2019,99.7
MG,Belo Horizonte,0.9,5.0,3.7,526.0,15725.8,444.0,399.6,inclinado,residencial,não,2022,39.4
CE,Fortaleza,0.89,5.5,5.5,973.7,23823.75,726.0,646.14,plano,residencial,sim,2019,36.9
CE,Caucaia,0.89,5.5,6.3,330.1,29314.82,831.6,293.79,plano,rural,sim,2023,99.8
RJ,Nova Friburgo,1.1,4.8,2.7,335.6,12297.41,311.0,342.14,inclinado,rural,sim,2022,35.9
SP,Santos,0.85,4.5,3.7,544.5,18392.75,399.6,339.66,plano,residencial,não,2020,54.2
RJ,Rio de Janeiro,1.1,4.8,9.1,599.2,43318.59,1048.3,659.12,inclinado,rural,sim,2023,65.7
RS,Santa Maria,0.95,4.3,8.5,915.9,37132.5,877.2,833.34,inclinado,rural,não,2021,44.6
DF,Planaltina,0.92,5.0,6.4,452.6,27267.35,768.0,416.39,inclinado,rural,não,2021,65.5
SC,Blumenau,0.83,4.4,2.5,372.2,12493.35,264.0,219.12,plano,rural,não,2019,57.0
CE,Sobral,0.89,5.5,2.2,359.1,9864.82,290.4,258.46,inclinado,residencial,não,2020,38.2
DF,Samambaia,0.92,5.0,2.6,263.0,11799.82,312.0,241.96,inclinado,rural,não,2022,48.8
SC,Florianópolis,0.83,4.4,2.4,515.4,11184.25,253.4,210.36,plano,residencial,sim,2023,53.2
MG,Betim,0.9,5.0,5.4,278.1,23892.15,648.0,250.29,inclinado,residencial,sim,2022,95.5
RS,Pelotas,0.95,4.3,4.9,491.2,24294.07,505.7,466.64,inclinado,rural,sim,2020,52.1
CE,Juazeiro do Norte,0.89,5.5,6.1,532.7,30394.92,805.2,474.1,plano,residencial,não,2021,64.1
CE,Sobral,0.89,5.5,3.3,774.6,14062.81,435.6,387.68,plano,rural,não,2021,36.3
DF,Samambaia,0.92,5.0,8.4,765.1,38796.62,1008.0,703.89,inclinado,rural,sim,2019,55.1
MG,Uberlândia,0.9,5.0,8.9,553.3,44389.21,1068.0,497.97,plano,residencial,não,2021,89.1
MG,Belo Horizonte,0.9,5.0,8.5,652.9,37402.02,1020.0,587.61,inclinado,rural,sim,2021,63.7
BA,Ilhéus,0.88,5.2,8.9,856.8,41958.9,1110.7,753.98,plano,rural,não,2023,55.6
SP,São José dos Campos,0.85,4.5,6.8,844.5,32020.68,734.4,624.24,inclinado,residencial,sim,2021,51.3
DF,Ceilândia,0.92,5.0,9.2,873.4,42907.94,1104.0,803.53,plano,rural,não,2021,53.4
DF,Ceilândia,0.92,5.0,2.9,979.2,14039.76,348.0,320.16,plano,rural,não,2023,43.9
CE,Juazeiro do Norte,0.89,5.5,8.6,388.5,41242.54,1135.2,345.76,plano,residencial,não,2023,119.3
PE,Petrolina,0.87,5.3,4.6,431.7,22934.7,585.1,375.58,plano,rural,sim,2020,61.1
MG,Belo Horizonte,0.9,5.0,2.7,863.5,13058.08,324.0,291.6,plano,rural,sim,2022,44.8
SP,São Paulo,0.85,4.5,9.6,757.8,44039.76,1036.8,644.13,plano,rural,sim,2019,68.4
BA,Juazeiro,0.88,5.2,5.0,622.3,22065.69,624.0,547.62,inclinado,rural,sim,2023,40.3
GO,Rio Verde,0.86,5.1,2.9,577.5,12724.29,355.0,305.27,inclinado,residencial,não,2023,41.7
DF,Ceilândia,0.92,5.0,9.6,799.5,40908.05,1152.0,735.54,plano,residencial,não,2019,55.6
RS,Santa Maria,0.95,4.3,5.1,824.5,23650.12,526.3,500.0,inclinado,rural,sim,2023,47.3
BA,Ilhéus,0.88,5.2,9.3,741.2,40806.87,1160.6,652.26,inclinado,rural,sim,2022,62.6
SP,Ribeirão Preto,0.85,4.5,7.0,567.1,34410.8,756.0,482.04,inclinado,rural,sim,2019,71.4
SC,Criciúma,0.83,4.4,4.0,796.0,18468.69,422.4,350.59,inclinado,residencial,sim,2022,52.7
DF,Planaltina,0.92,5.0,6.7,435.9,30504.14,804.0,401.03,plano,rural,não,2022,76.1
MG,Montes Claros,0.9,5.0,4.2,665.1,18015.64,504.0,453.6,inclinado,residencial,sim,2023,39.7
SC,Florianópolis,0.83,4.4,2.0,298.1,9287.54,211.2,175.3,inclinado,rural,sim,2021,53.0
PE,Olinda,0.87,5.3,8.7,541.2,42837.95,1106.6,470.84,plano,rural,não,2023,91.0
SC,Blumenau,0.83,4.4,2.7,687.2,12813.67,285.1,236.65,plano,residencial,sim,2022,54.1
BA,Feira de Santana,0.88,5.2,7.4,354.9,35356.22,923.5,312.31,inclinado,rural,não,2020,113.2
RJ,Campos dos Goytacazes,1.1,4.8,3.7,293.5,15773.33,426.2,322.85,plano,rural,não,2021,48.9
GO,Rio Verde,0.86,5.1,7.3,583.1,31495.49,893.5,501.47,plano,residencial,sim,2023,62.8
RS,Pelotas,0.95,4.3,6.1,407.2,25941.61,629.5,386.84,plano,residencial,sim,2022,67.1
BA,Salvador,0.88,5.2,6.4,650.0,27881.79,798.7,572.0,inclinado,residencial,não,2020,48.7
MG,Uberlândia,0.9,5.0,3.5,960.1,15681.89,420.0,378.0,inclinado,residencial,não,2021,41.5
PE,Jaboatão dos Guararapes,0.87,5.3,9.6,258.3,41836.4,1221.1,224.72,inclinado,residencial,sim,2021,186.2
RS,Caxias do Sul,0.95,4.3,8.4,372.5,41684.44,866.9,353.88,inclinado,rural,não,2019,117.8
BA,Vitória da Conquista,0.88,5.2,3.3,827.7,15552.85,411.8,362.42,inclinado,rural,sim,2023,42.9
SP,Campinas,0.85,4.5,8.8,271.0,37524.07,950.4,230.35,inclinado,residencial,não,2021,162.9
CE,Juazeiro do Norte,0.89,5.5,3.9,579.6,18205.31,514.8,458.17,plano,residencial,sim,2022,39.7
SC,Joinville,0.83,4.4,8.2,347.8,34518.16,865.9,288.67,plano,rural,sim,2020,119.6
PE,Petrolina,0.87,5.3,3.7,750.9,17428.73,470.6,409.46,plano,rural,sim,2019,42.6
DF,Ceilândia,0.92,5.0,9.7,883.4,46742.27,1164.0,812.73,plano,residencial,não,2020,57.5
MG,Betim,0.9,5.0,3.5,838.5,14733.94,420.0,378.0,inclinado,residencial,sim,2022,39.0
RS,Santa Maria,0.95,4.3,9.7,844.1,41863.11,1001.0,801.89,inclinado,rural,sim,2020,52.2
CE,Fortaleza,0.89,5.5,9.3,440.9,44026.7,1227.6,392.4,plano,rural,sim,2020,112.2
RJ,Campos dos Goytacazes,1.1,4.8,7.2,787.7,34028.24,829.4,866.47,plano,rural,não,2019,39.3
CE,Fortaleza,0.89,5.5,2.1,493.3,9676.75,277.2,246.71,inclinado,residencial,sim,2020,39.2
CE,Maracanaú,0.89,5.5,3.4,555.4,15613.44,448.8,399.43,inclinado,rural,sim,2022,39.1
PE,Caruaru,0.87,5.3,9.6,318.5,42460.36,1221.1,277.09,plano,residencial,sim,2021,153.2
SC,Joinville,0.83,4.4,5.2,830.7,21884.04,549.1,455.77,plano,residencial,sim,2019,48.0
CE,Caucaia,0.89,5.5,5.5,912.5,23352.21,726.0,646.14,inclinado,residencial,sim,2019,36.1
SC,Criciúma,0.83,4.4,8.7,904.5,37664.35,918.7,750.74,plano,rural,sim,2021,50.2
MG,Juiz de Fora,0.9,5.0,2.3,883.8,10200.29,276.0,248.4,plano,rural,sim,2021,41.1
RJ,Rio de Janeiro,1.1,4.8,6.8,692.4,31280.5,783.4,761.64,inclinado,rural,não,2019,41.1
DF,Ceilândia,0.92,5.0,7.8,453.1,33056.37,936.0,416.85,plano,rural,não,2022,79.3
GO,Rio Verde,0.86,5.1,9.5,842.8,40663.49,1162.8,724.81,inclinado,residencial,sim,2020,56.1
MG,Juiz de Fora,0.9,5.0,8.3,810.6,37259.5,996.0,729.54,plano,rural,sim,2020,51.1
MG,Belo Horizonte,0.9,5.0,8.0,262.0,36955.58,960.0,235.8,plano,rural,sim,2021,156.7
SC,Florianópolis,0.83,4.4,4.4,936.6,21569.28,464.6,385.65,plano,residencial,não,2019,55.9
MG,Juiz de Fora,0.9,5.0,5.1,860.1,22845.3,612.0,550.8,plano,residencial,sim,2020,41.5
DF,Brasília,0.92,5.0,4.0,773.1,17844.52,480.0,441.6,plano,rural,sim,2021,40.4
MG,Belo Horizonte,0.9,5.0,2.9,317.0,12351.89,348.0,285.3,inclinado,rural,não,2021,43.3
SC,Criciúma,0.83,4.4,9.7,526.3,46702.87,1024.3,436.83,inclinado,residencial,não,2022,106.9
BA,Ilhéus,0.88,5.2,6.9,583.9,30605.93,861.1,513.83,inclinado,rural,sim,2021,59.6
RJ,Campos dos Goytacazes,1.1,4.8,6.3,680.6,26845.49,725.8,748.66,inclinado,residencial,sim,2022,35.9
SC,Blumenau,0.83,4.4,8.1,506.4,36995.96,855.4,420.31,inclinado,residencial,não,2020,88.0
SP,Campinas,0.85,4.5,7.6,911.7,34011.17,820.8,697.68,inclinado,residencial,sim,2022,48.7
PE,Jaboatão dos Guararapes,0.87,5.3,5.4,312.0,26967.02,686.9,271.44,plano,rural,sim,2021,99.3
SC,Chapecó,0.83,4.4,5.4,312.8,24758.19,570.2,259.62,plano,rural,não,2023,95.4
SC,Criciúma,0.83,4.4,6.7,804.1,28679.85,707.5,587.24,plano,residencial,não,2022,48.8
PE,Caruaru,0.87,5.3,5.3,613.5,25799.08,674.2,533.75,plano,rural,não,2023,48.3
SP,São Paulo,0.85,4.5,9.1,410.0,41778.56,982.8,348.5,inclinado,rural,sim,2020,119.9
DF,Ceilândia,0.92,5.0,7.4,955.8,31996.19,888.0,816.96,inclinado,rural,sim,2023,39.2
PE,Petrolina,0.87,5.3,8.2,418.3,35605.15,1043.0,363.92,inclinado,rural,sim,2021,97.8
RS,Santa Cruz do Sul,0.95,4.3,7.6,442.8,35974.45,784.3,420.66,plano,rural,sim,2020,85.5
CE,Sobral,0.89,5.5,7.2,564.9,30488.02,950.4,502.76,plano,residencial,sim,2023,60.6
SP,Sorocaba,0.85,4.5,9.5,339.8,43492.38,1026.0,288.83,inclinado,residencial,não,2022,150.6
RJ,Nova Friburgo,1.1,4.8,7.5,253.2,33492.82,864.0,278.52,inclinado,residencial,sim,2020,120.3
GO,Anápolis,0.86,5.1,8.5,916.8,40973.38,1040.4,788.45,plano,residencial,sim,2023,52.0
CE,Sobral,0.89,5.5,3.3,841.4,14070.24,435.6,387.68,plano,residencial,sim,2022,36.3
RJ,Volta Redonda,1.1,4.8,7.1,658.8,29961.38,817.9,724.68,plano,residencial,não,2020,41.3
SC,Chapecó,0.83,4.4,3.0,806.4,13888.3,316.8,262.94,inclinado,residencial,não,2020,52.8
SP,Sorocaba,0.85,4.5,6.7,365.0,31492.79,723.6,310.25,inclinado,rural,não,2023,101.5
SC,Criciúma,0.83,4.4,5.7,771.4,27065.82,601.9,499.59,plano,residencial,sim,2019,54.2
RS,Porto Alegre,0.95,4.3,2.2,963.9,9268.15,227.0,215.69,plano,rural,sim,2020,43.0
PE,Caruaru,0.87,5.3,3.9,617.2,19212.96,496.1,431.59,inclinado,rural,não,2023,44.5
DF,Brasília,0.92,5.0,7.9,944.2,34505.52,948.0,868.66,plano,residencial,não,2023,39.7
GO,Anápolis,0.86,5.1,7.2,376.1,35881.58,881.3,323.45,inclinado,rural,não,2022,110.9
PE,Caruaru,0.87,5.3,9.3,306.0,40579.34,1183.0,266.22,inclinado,residencial,não,2020,152.4
SP,São Paulo,0.85,4.5,2.1,706.8,9890.13,226.8,192.78,plano,residencial,não,2023,51.3
SC,Blumenau,0.83,4.4,9.6,747.5,41419.19,1013.8,620.42,inclinado,residencial,não,2019,66.8
SP,Campinas,0.85,4.5,8.6,740.0,37036.19,928.8,629.0,inclinado,residencial,não,2022,58.9
SP,Santos,0.85,4.5,5.1,891.0,24545.25,550.8,468.18,plano,rural,não,2023,52.4
CE,Fortaleza,0.89,5.5,5.4,772.7,26722.2,712.8,634.39,plano,rural,sim,2019,42.1
MG,Betim,0.9,5.0,4.2,335.2,19401.65,504.0,301.68,plano,rural,não,2023,64.3
PE,Recife,0.87,5.3,5.9,850.9,26878.85,750.5,652.92,inclinado,residencial,não,2019,41.2
MG,Juiz de Fora,0.9,5.0,8.7,347.8,39892.28,1044.0,313.02,plano,residencial,sim,2023,127.4
GO,Goiânia,0.86,5.1,6.0,515.6,29460.72,734.4,443.42,plano,rural,sim,2020,66.4
SC,Blumenau,0.83,4.4,4.9,667.8,20768.43,517.4,429.48,plano,residencial,sim,2021,48.4
SC,Joinville,0.83,4.4,3.2,840.1,15249.35,337.9,280.47,inclinado,residencial,não,2023,54.4
BA,Salvador,0.88,5.2,8.1,994.1,35498.56,1010.9,874.81,plano,rural,sim,2020,40.6
RS,Novo Hamburgo,0.95,4.3,6.6,256.0,31083.71,681.1,243.2,plano,residencial,não,2021,127.8
SP,Ribeirão Preto,0.85,4.5,8.1,516.1,40061.51,874.8,438.69,inclinado,rural,sim,2023,91.3
CE,Juazeiro do Norte,0.89,5.5,7.9,836.2,36040.57,1042.8,744.22,inclinado,residencial,não,2022,48.4
PE,Olinda,0.87,5.3,8.7,258.3,37301.63,1106.6,224.72,plano,residencial,sim,2022,166.0
RJ,Rio de Janeiro,1.1,4.8,4.9,272.0,22146.73,564.5,299.2,plano,rural,sim,2022,74.0
MG,Juiz de Fora,0.9,5.0,5.1,789.9,23032.57,612.0,550.8,plano,residencial,sim,2019,41.8
BA,Ilhéus,0.88,5.2,4.1,656.5,20386.76,511.7,450.28,plano,rural,sim,2023,45.3
MG,Montes Claros,0.9,5.0,2.7,955.2,12646.28,324.0,291.6,plano,rural,não,2022,43.4
PE,Petrolina,0.87,5.3,10.0,369.7,43575.54,1272.0,321.64,plano,residencial,sim,2022,135.5
MG,Uberlândia,0.9,5.0,5.1,898.5,22561.16,612.0,550.8,plano,residencial,sim,2020,41.0
DF,Taguatinga,0.92,5.0,7.8,574.9,36953.61,936.0,528.91,plano,residencial,sim,2019,69.9
BA,Vitória da Conquista,0.88,5.2,9.0,622.3,42904.67,1123.2,547.62,plano,residencial,não,2022,78.3
CE,Fortaleza,0.89,5.5,7.2,638.3,35216.26,950.4,568.09,plano,residencial,não,2022,62.0
GO,Catalão,0.86,5.1,6.5,486.5,32161.59,795.6,418.39,plano,rural,não,2022,76.9
CE,Juazeiro do Norte,0.89,5.5,2.5,900.7,12209.38,330.0,293.7,plano,residencial,sim,2021,41.6
MG,Betim,0.9,5.0,6.9,859.3,34028.39,828.0,745.2,plano,residencial,sim,2019,45.7
SC,Blumenau,0.83,4.4,9.1,469.5,43371.91,961.0,389.69,inclinado,rural,não,2021,111.3
RJ,Campos dos Goytacazes,1.1,4.8,3.4,305.3,16513.1,391.7,335.83,plano,rural,sim,2019,49.2
DF,Samambaia,0.92,5.0,8.2,973.4,40453.07,984.0,895.53,plano,rural,não,2022,45.2
SP,Sorocaba,0.85,4.5,2.2,970.4,10964.53,237.6,201.96,plano,rural,não,2023,54.3
